image,text
data/raw/newspaper/img001.jpg,"پاکستان
ٹی ایل پی سربراہ سعد رضوی اور ان کے بھائی کی گمشدگی کا معما برقرار
دونوں رہنما 3 ماہ سے غائب ہیں، قانون نافذ کرنے والے اداروں کے مطابق رضوی برادران ریاستی تحویل میں نہیں بلکہ آزاد کشمیر میں روپوش ہیں۔
پاکستان
خیبرپختونخوا: ٹانک میں پولیس کی بکتر بند گاڑی پر دھماکا، 6 اہلکار شہید
بکتر بند گاڑی گومل پولیس اسٹیشن سے ٹانک جا رہی تھی کہ راستے میں اسے نشانہ بنایا گیا، شہدا میں ایڈیشنل اسٹیشن ہاؤس آفیسر بھی شامل ہے۔"
data/raw/newspaper/img002.jpg,"Jan 06, Tue
آذربائیجان کا غزہ کیلئے عالمی امن فوج میں شامل نہ ہونے کا اعلان
پاکستان نے صومالی لینڈ کو تسلیم اور وہاں فلسطینیوں کی بےدخلی کا ممکنہ اسرائیلی منصوبہ مسترد کردیا
Dec 24, Wed
غزہ میں دوبارہ آبادکاری کا کوئی ارادہ نہیں، اسرائیلی وزیر دفاع کی وضاحت
Dec 20, Sat
غزہ میں فوج بھیجنے کی پیشکش پر پاکستان کے شکر گزار ہیں، امریکی وزیر خارجہ
Dec 18, Thu
غزہ میں شدید سردی اور سیلاب سے 17 افراد جاں بحق"
data/raw/newspaper/img003.jpg,"کیخلاف جنگ میں کامیابی کے بعد پاکستانی بتھیاروں کی عالمی مانگ میں اضافہ
مئی کی جھڑپ کے بعد پاکستانی ساختہ جے ایف ڈی سمیت دفاعی سازوسامان نے عالمی توجہ حاصل کی، سعودی عرب، بنگلہ دیش اور لیبیا کے ساتھ معاہدات جاری ہیں۔
بلاگ
پی آئی اے نجکاری کے بعد آمدنی میں اضافے کے پاکستان ایوی ایشن پلان"
data/raw/newspaper/img004.jpg,"دنیا
ترکیہ پاکستان اور سعودی عرب کے باہمی دفاعی معاہدے میں شمولیت کا خواہاں، نیا سیکیورٹی اتحاد متوقع
بلومبرگ کے مطابق ترکیہ کی شمولیت سے پاکستان، سعودی عرب اور ترکیہ کے درمیان دفاعی تعاون کا نیا محور بن سکتا ہے، جو خطے میں طاقت کے توازن کو متاثر کرے گا۔
لانف اسٹائل
'دہرندر' کو مشرق وسطیٰ کے کئی ممالک میں پابندی کا سامنا
بھارتی میڈیا کے مطابق یہ فلم چھ ممالک بحرین، کویت، عمان، قطر، سعودی عرب اور متحدہ عرب امارات میں ریلیز ہونے سے روک دی گئی ہے۔ شائع 12 دسمبر 2025 04:19pm"
data/raw/newspaper/img005.jpg,"دنیا
ایران میں مہنگائی کے خلاف احتجاج شدت اختیار کرگیا، انٹرنیٹ سروس بند، پروازیں منسوخ
مظاہروں کے دوران 34 مظاہرین اور 4 سیکیورٹی اہلکار جاں بحق، دو ہزار سے زائد افراد گرفتار، آیت اللہ خامنہ ای کا ٹرمپ کو اپنے ملکی معاملات پر توجہ دینے کا مشورہ
لانف اسٹائل
برطانیہ نے معروف یوٹیوبر رچب بٹ کو ملک بدر"
data/raw/newspaper/img006.jpg,"سحل علی کے ڈرامے پر تنقید، صبا فیصل صبا نادیہ خان کیخلاف بول پڑیں
JUL 17, 2026 | 13:39
اداکارہ نادیہ خان ان دنوں شدید تنقید کی زد میں ہیں۔ نادیہ نے ایک ڈرامے کے سین پر تبصرہ کیا تھا کہ اداکارہ سحل علی کا کردار بچے سے خطرناک ہے۔
بھارتی اداکارہ شہناز گل نے راگھو جویل کے ساتھ ڈیٹنگ افواہوں پر خاموشی توڑ دی
JUL 17, 2026 | 13:33
بنوں اور اطراف میں سیکیورٹی فورسز کی کارروائیاں، بھارتی پراکسی فتنہ الخوارج کے 24 دہشتگرد۔۔۔
JUL 17, 2026 | 13:28
پاکستان اسٹاک مارکیٹ میں مندی کا رجحان، ڈالر کی قدر مستحکم
JUL 17, 2026 | 13:23"
data/raw/newspaper/img007.jpg,"اسرائیل کو تسلیم نہیں کرتے، ملائیشیا میں کوئی اسرائیلی پایا گیا تو اسے فوراً ملک بدر کیا جائے گا: انور ابراہیم
JUL 17, 2026 | 13:30
ملائیشیا کے وزیراعظم انور ابراہیم نے کہا ہے کہ اگر ملک میں کوئی اسرائیلی شہری پایا گیا تو اسے فوری طور پر ملک بدر کر دیا جائے گا۔ انور ابراہیم نے کہا
جان سے مارنے کی دھمکیاں، عامر خان نے اپنی تیسری اہلیہ کا مذہب بتادیا
JUL 17, 2026 | 13:31
آبنائے ہرمز کے بحران سے عالمی توانائی کی سلامتی کو سنگین خطرہ ہے: عالمی توانائی ایجنسی
JUL 17, 2026 | 13:14
خوفناک ٹریفک حادثہ، 20 بچے ہلاک"
data/raw/newspaper/img008.jpg,"ارجنٹینا کیخلاف شکست پر انگلش فٹبال ہیڈ۔۔۔
JUL 17, 2026 | 10:44
فیفا ورلڈ کپ 2026 کے سیمی فائنل میں ارجنٹینا کے ہاتھوں 2-1 کی شکست کے بعد انگلینڈ کے ہیڈ کوچ تھامس ٹوخل نے کہا کہ اس طرح کی شکست کا درد ہمیشہ زیادہ ہوتا ہے۔ میچ کے بعد پریس کانفرنس میں تھامس ٹوخل نے کہا۔۔۔
جیتنے کی پوری کوشش کی، آپ پر فخر: انگلینڈ کی شکست کے بعد شہزادہ ولیم کا جذباتی پیغام
JUL 17, 2026
فیفا ورلڈ کپ فٹبال کی اختتامی تقریب کا جشن میچ سے قبل منایا جائے گا
JUL 17, 2026
کھلیوں کا فروغ، ٹیلنٹ کی تلاش، پنجاب رائزنگ سٹارز پورٹل پر۔۔۔"
data/raw/newspaper/img009.jpg,"سمیت نہر میں کودنے کے ۔۔۔ کی تلاش تاحال جاری ہے۔ درج کر لیا گیا ہے۔ ترجمان
خاتون نادہندہ گاڑی پکڑی گئی"
data/raw/newspaper/img010.jpg,"گزشتہ روز خاتون کی جانب سے اپنے چار بچوں سمیت نہر میں کودنے کے افسوسناک واقعے کے 2 بچوں کی تلاش تاحال جاری ہے، جبکہ والد کی مدعیت میں والدہ کیخلاف مقدمہ درج کر لیا گیا ہے۔ ترجمان۔۔۔
سائٹے 98 ہزار روپے کے ای چالان نادہندہ گاڑی پکڑی گئی
JUL 17, 2026
فیروزوالہ: گودام میں آتشزدگی
JUL 17, 2026
والد پھپا اور دادا کو چاقو اور وار اور تشدد کرکے زخمی کرنے والا شخص گرفتار
JUL 17, 2026"
data/raw/newspaper/img011.jpg,"یوگنڈا میں ایک بس حادثے میں کم از کم 20 بچے ہلاک ہو گئے۔ میڈیا رپورٹس کے مطابق حادثہ اس وقت پیش آیا جب بھری سکول بس دارالحکومت کمپالا جا رہی تھی۔ مقامی پولیس نے اسکس پر بتایا ڈرائیور نے میدینہ۔۔۔
پنجاب پولیس شہداء کی عظیم قربانی کو کبھی فراموش نہیں کریگی: آئی جی پنجاب
JUL 17, 2026
شیشہ فلیور سے بھرا رکشہ پکڑا گیا، منفیات فروشوں سمیت 8 ہواری گرفتار
JUL 17, 2026
چرس اور اسلحہ معہ ایوونیشن برآمد
JUL 17, 2026"
data/raw/newspaper/img012.jpg,"'میسی اس کھیل کے بادشاہ ہیں': وہ 39 سالہ فٹبالر جو آدھے میچ میں چہل قدمی کرنے کے بعد گیند ملتے ہی جاگ جاتا ہے
انڈیا کے جوہری پاور پلانٹ کا ڈیٹا لیک: کیا یہ تفصیلات کسی خطرے کا سبب بن سکتی ہیں؟
زیارت میں پولیس اہلکاروں کی ہلاکت پر بلوچستان کے متعدد شہروں میں شٹر ڈاؤن ہڑتال، مذاکرات میں ڈیڈلاک برقرار
پانچ کروڑ ڈالر میں فروخت ہونے والا دنیا کا سب سے قیمتی ڈائنوسار 'گس' اربپتی شخصیات کی توجہ کا مرکز کیسے بنا؟
ایران اب بھی معاہدہ کرنا چاہتا ہے، ہم اس سے بات چیت کر رہے ہیں: وائٹ ہاؤس کا دعویٰ"
data/raw/newspaper/img013.jpg,"مقبول خبریں
1. لائیو امریکی حملے میں چابہار میں نیول واچ ٹاور تباہ، جوابی کارروائیاں طاقت کے ساتھ جاری رہیں گی: پاسداران انقلاب
2. پاکستانی کرکٹر محمد نواز کو منشیات کے استعمال پر تین ماہ کی پابندی کا سامنا کرنا پڑا: آئی سی سی
3. امریکی میزائلوں کا نشانہ بننے والا ایرانی پُل چین اور روس کے لیے کیوں اہم ہے؟
4. امریکی فوجیوں میں ٹیسٹوسٹیرون کی کمی کا ٹیسٹ کروانے کی ضرورت کیوں پڑی
5. بالواسطہ براساسی پر پانچ لاکھ روپے جرمانہ، واٹس ایپ گروپ میں بانجھ پن کے حوالے سے 17 بار تضحیک کی گئی"
data/raw/newspaper/img014.jpg,"بحرین، کویت اور دوحہ میں ایرانی میزائل اور ڈرون حملے، آبنائے ہرمز میں آمدورفت متاثر ہوگئی
LIVE UPDATES
Updated Jul 17, 13:10
برطانیہ میں ایرانی انٹیلیجنس کیلئے جاسوسی کے الزام پر بڑا ایکشن، 39 سالہ شخص گرفتار
Reference Geographic
Updated Jul 17, 12:34
آبنائے ہرمز کا بحران عالمی توانائی کے لیے بڑا خطرہ بن سکتا ہے، انٹرنیشنل انرجی ایجنسی
Updated Jul 17, 12:02
امریکی حملوں میں 38 افراد جاں بحق، 400 سے زائد زخمی ہوئے، ایرانی وزارت صحت
Updated Jul 17, 11:39
پاسداران انقلاب کا عمان میں امریکی جدید ترین ریڈار تنصیبات کو نشانہ بنانے کا دعویٰ
Updated Jul 17, 11:03
ٹرمپ کا دعویٰ جھوٹا نکلا؟ ایران نے امریکی خاتون قیدی کی رہائی کی خبر مسترد کر دی
Updated Jul 17, 10:48"
data/raw/newspaper/img015.jpg,"پاکستان اور چین کا سی پیک 2.0، مصنوعی ذہانت اور ڈیجیٹل معیشت میں تعاون بڑھانے کا فیصلہ
سیکیورٹی فورسز کی بنوں اور ملحقہ علاقوں میں کارروائیاں، 24 خوارج ہلاک
سرکاری جامعات میں بھرتیوں سے متعلق وفاقی آئینی عدالت کا اہم فیصلہ جاری
وزیر اعلیٰ کے پی سہیل آفریدی، جنید اکبر عبدالغنی آفریدی کیخلاف اشتہاری قرار دینے کی کارروائی شروع"
data/raw/newspaper/img016.jpg,"اسرائیلی پارلیمنٹ تحلیل کر دی گئی
وینس نے کشنر و وٹکوف سے متعلق ایرانی انتباہی رپورٹ۔۔۔
اینٹی ڈوپنگ قوانین کی خلاف ورزی، محمد نواز کو سزا سنا دی
برطانیہ: ایرانی انٹیلی جنس کی معاونت کے الزام میں 1 شخص۔۔۔
اکشے کمار نے پاریش راول کو قانونی نوٹس کیوں بھیجا تھا"
data/raw/newspaper/img017.jpg,"پاکستان آنے کے بعد 1 ماہ میں ڈرائیونگ کے 6 جرمانے ہو چکے
ٹرمپ فیفا ورلڈ کپ کا فائنل اسٹیڈیم میں دیکھیں گے
یوکرین کا بحیرہ اسود سے متعلق ایرانی رپورٹ، روس میں مزید 12 بحری جہازوں کو۔۔۔
اردن میں موجود امریکی جنگی طیاروں کو نشانہ بنایا
جون میں کرنٹ اکاؤنٹ 64 کروڑ 90 لاکھ ڈالرز میں خسارے میں رہا"
data/raw/newspaper/img018.jpg,"ہما سلیم کا کرکٹر پر ہراسانی کا الزام، قانونی۔۔۔
'ایڈیٹس میں رنجھوز کا کردار سونم وانگ چ۔۔۔
'رجب بٹ کو کون جانتا ہے؟ فہد مصطفیٰ بڑ۔۔۔"
data/raw/newspaper/img019.jpg,"سیلینا جیٹلی نے ڈپریشن اور بچوں سے جدائی سے دل کا حال
ہما سلیم کا کرکٹر پر ہراسانی کا الزام، قانونی کارروائی کا عندیہ
شہزاد نواز نے ٹیپو شریف کو جذباتی بیان پر حوصلہ دیدیا
'رجب بٹ کو کون جانتا ہے؟ فہد مصطفیٰ بڑے بیرو ہیں'
'ڈراموں کے اسکرپٹس AI کی مدد سے تیار کیے جا رہے ہیں'
کترینہ کیف نے چند سال میں 350 کروڑ سے زائد مالیت کا۔۔۔"
data/raw/newspaper/img020.jpg,"کیا روہت شرما کا انگلینڈ سیریز کا آئندہ آخری میچ ون ڈے ہو گا؟
کیا وہم کے باعث صدر ارجنٹینا ورلڈ کپ فائنل میں شرکت نہیں۔۔۔
فیفا ورلڈ کپ: 'سیاسی بینر' آویزاں کرنے پر ارجنٹینا پر خیال۔۔۔
فیفا ورلڈکپ: ارجنٹینا کے سب سے زیادہ فاؤلز لیکن کم یلو۔۔۔
انتہا پسند اسرائیلی وزیر فیفا ورلڈ کپ میں ارجنٹینا کی فتح۔۔۔
'کوئی بھی ہمیں مفت میں کچھ نہیں دیتا'"
data/raw/newspaper/textbox_30_line_1_.png,ہوٹل کا کھانا مزے کا تھا۔
data/raw/newspaper/textbox_30_line_2_.png,یہاں کمرے میں چائے
data/raw/newspaper/textbox_31_line_1_.png,نے پلائی گئی۔
data/raw/newspaper/textbox_31_line_2_.png,سٹاف نہایت دوستانہ ہے۔
data/raw/newspaper/textbox_32_line_1_.png,ہوٹل کا واش روم صاف نہیں تھا۔
data/raw/newspaper/textbox_32_line_2_.png,صفائی کا کوئی
data/raw/newspaper/textbox_3_line_1_.png,خیال نہیں رکھا گیا۔
data/raw/newspaper/textbox_3_line_2_.png,رینٹ بہت زیادہ ہے۔
data/raw/newspaper/textbox_4_line_1_.png,ہوٹل کا عملہ دوستانہ ہے۔
data/raw/newspaper/textbox_4_line_2_.png,ہمارا سامان کاڑی سے
data/raw/newspaper/textbox_5_line_2_.png,کمرے کی چابی دی گئی۔
data/raw/newspaper/textbox_5_line_3_.png,یہیں صفت میں جانے پہلی
data/raw/newspaper/textbox_6_line_1_.png,ہوٹل کا سٹاف اور عملہ نہایت اچھا اور دوستانہ
data/raw/newspaper/textbox_6_line_2_.png,ہے۔
data/raw/newspaper/textbox_7_line_2_.png,کمرے کے مکمل صاف اور کھانا اور منظر
data/raw/newspaper/textbox_7_line_3_.png,کا
data/raw/newspaper/textbox_8_line_1_.png,ہوٹل کی کمرہ میں کھلتی ہے۔
data/raw/newspaper/textbox_8_line_2_.png,ہوٹل میں اچھے بیڈ
data/raw/newspaper/textbox_9_line_1_.png,ہوٹل کا رینٹ بہت
data/raw/newspaper/textbox_9_line_2_.png,زیادہ ہے۔
data/raw/newspaper/textbox_16_line_1_.png,ہوٹل کا عملہ کافی دوستانہ ہے۔ ہوٹل سے
data/raw/newspaper/textbox_16_line_2_.png,کھیل کا منظر خوبصورت نظر آتا ہے۔
data/raw/newspaper/textbox_17_line_1_.png,ہوٹل کا کھانا مہینوی اور یہیں منظرے کا تھا۔
data/raw/newspaper/textbox_17_line_2_.png,ہوٹل کا سٹاف خوش شگفتہ اور دوستانہ نہ تھا۔
data/raw/newspaper/textbox_18_line_1_.png,صبح کے وقت واش روم میں گرم پانی نہیں آ رہا تھا۔
data/raw/newspaper/textbox_1_line_1_.png,ہوٹل کا عملہ نہایت دوستانہ ہے۔ عملہ نے
data/raw/newspaper/textbox_1_line_2_.png,میری بہت مدد کی۔ میں یہاں ضرور واپس آؤں گا۔
data/raw/newspaper/textbox_2_line_1_.png,ہوٹل کی فضا خوشگوار ہے۔ ہوٹل کا ماحول
data/raw/newspaper/textbox_2_line_2_.png,خوشگوار ہے۔ ہوٹل کا عملہ دوستانہ ہے۔
data/raw/newspaper/textbox_34_line_2_.png,ہوٹل کا سٹاف اچھا ہے۔ یہیں بہت انتظار
data/raw/newspaper/textbox_34_line_3_.png,کروایا۔ میں دوبارہ اس ہوٹل میں نہیں آؤں گا۔
data/raw/newspaper/textbox_35_line_1_.png,میں نے ہوٹل میں دو کمروں کی بکنگ کروائی
data/raw/newspaper/textbox_35_line_2_.png,ہوٹل آکر مجھے صرف ایک کمرہ دیا گیا۔
data/raw/newspaper/textbox_36_line_1_.png,ہوٹل دیکھنے میں بہت خوبصورت ہے۔ ہوٹل کا
data/raw/newspaper/textbox_36_line_2_.png,احاطہ کافی بڑا ہے۔ ہوٹل کا کھانا لذیذ ہے۔
data/raw/newspaper/textbox_37_line_1_.png,ہوٹل کا کھانا مزیدار تھا۔ ہوٹل کا کھانا
data/raw/newspaper/textbox_37_line_2_.png,معیاری تھا۔ ہوٹل کا ماحول خوشگوار تھا۔
data/raw/newspaper/textbox_38_line_1_.png,ہوٹل کی پارکنگ بہت بڑی ہے۔ ہوٹل کی سیکیورٹی
data/raw/newspaper/textbox_38_line_2_.png,کا نظام بہت اچھا ہے۔ ہوٹل کا کھانا لذیذ ہے۔
data/raw/newspaper/textbox_39_line_2_.png,ہوٹل کا رینٹ بہت زیادہ ہے۔
